,Unnamed: 0,차종,엔진형식,과급방식,연료,배기량,최고출력,최대토크,연비_x,CO₂ 배출량,전장/전폭,전고/축거,윤거전/후,공차중량,전륜타이어,후륜타이어,구동방식,변속기,전륜서스펜션,후륜서스펜션,전륜제동장치,후륜제동장치,스티어링,출력,토크,주행거리,용량,타입,최고속도,가속성능,풀네임,주행,가격,거주성,품질,디자인,연비_y,종합점수,연도,차이름,브랜드,배기량_num,차급
344,361,2018 메르세데스-AMG SLC,V6,트윈터보,가솔린,"2,996cc",367hp,53kg.m,,184g/km,"4,145mm / 1,820mm","1,305mm / 2,430mm","1,545mm / 1,565mm","1,610kg",235mm / 40 / 18inch,255mm / 35 / 18inch,앞엔진 후륜 구동,자동9단,스프링 스트럿 + 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.7초,2018 메르세데스-벤츠 AMG SLC,9.4,9.0,6.2,8.8,9.6,8.2,8.5,2018,메르세데스-벤츠 AMG SLC,메르세데스-벤츠,2.0,경차
345,362,2021 스포티지,l4,싱글터보,디젤,"1,598cc",136hp,32.6kg.m,,114~118g/km,"4,485~4,495mm / 1,855mm","1,635~1,645mm / 2,670mm","1,609~1,613mm / 1,620~1,625mm","1,575~1,625kg",225mm / 55~60 / 17~18inch,225mm / 55~60 / 17~18inch,앞엔진 전륜 구동,DCT7단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2021 기아 스포티지,8.9,8.9,8.7,8.7,8.5,7.8,8.6,2021,기아 스포티지,기아,1.0,경차
347,364,2024 메르세데스-벤츠 CLE,I4,싱글터보,가솔린,"1,999cc",204hp,32.6kg.m,,139g/km,"4,850mm / 1,860mm","1,420mm / 2,865mm","1,605mm / 1,585mm","1,770kg",245mm / 40 / 19inch,275mm / 35 / 19inch,앞엔진 후륜 구동,자동9단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,240km/h,7.4초,2024 메르세데스-벤츠 CLE,9.3,8.9,8.9,9.6,9.6,9.0,9.2,2024,메르세데스-벤츠 CLE,메르세데스-벤츠,1.0,경차
351,368,2023 BMW X2,I4,싱글터보,가솔린,"1,998cc",192hp,28.5kg.m,,174g/km,"4,360mm / 1,824mm","1,526mm / 2,670mm","1,563mm / 1,562mm","1,655kg",225mm / 45 / 19inch,225mm / 45 / 19inch,상시사륜 구동,토크컨버터8단,싱글 조인트 스프링 스트럿,멀티 링크,V디스크,V디스크,랙 앤 피니언,,,,,,224km/h,7.4초,2023 BMW X2,9.6,7.7,7.9,8.7,9.5,7.7,8.5,2023,BMW X2,BMW,1.0,경차
353,370,2024 BMW X3 M,I6,트윈터보,가솔린,"2,993cc",510hp,66.3kg.m,,224g/km,"4,715mm / 1,895mm","1,670mm / 2,865mm","1,617mm / 1,602mm","2,055kg",255mm / 40 / 21inch,265mm / 40 / 21inch,상시사륜 구동,토크컨버터8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,3.8초,2024 BMW X3 M,9.8,8.1,8.8,8.7,9.8,4.3,8.2,2024,BMW X3 M,BMW,2.0,경차
355,372,2023 메르세데스-AMG SL,V8,트윈터보,가솔린,"3,982cc",585hp,81.5kg.m,,279g/km,"4,705mm / 1,915mm","1,365mm / 2,700mm","1,666mm / 1,631mm","1,955kg",275mm / 35 / 21inch,305mm / 30 / 21inch,상시사륜 구동,자동9단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,315km/h,3.6초,2023 메르세데스-벤츠 AMG SL,9.8,7.4,8.4,9.2,10.0,7.2,8.7,2023,메르세데스-벤츠 AMG SL,메르세데스-벤츠,3.0,경차
356,373,2021 메르세데스-AMG GLB,I4,싱글터보,가솔린,"1,991cc",306hp,40.8kg.m,,188g/km,"4,650mm / 1,845mm","1,660mm / 2,830mm","1,617mm / 1,596mm","1,785kg",235mm / 50 / 19inch,235mm / 50 / 19inch,상시사륜 구동,DCT8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,5.2초,2021 메르세데스-벤츠 AMG GLB,9.5,9.1,9.3,9.0,9.7,8.6,9.2,2021,메르세데스-벤츠 AMG GLB,메르세데스-벤츠,1.0,경차
358,375,2024 팰리세이드,I4,싱글터보,디젤,"2,199cc",202hp,45kg.m,,154~159g/km,"4,995mm / 1,975mm","1,750mm / 2,900mm","1,708mm / 1,716mm","1,970~2,000kg",245mm / 50~60 / 18~20inch,245mm / 50~60 / 18~20inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2024 현대 팰리세이드,9.4,8.7,9.6,9.2,9.5,7.1,8.9,2024,현대 팰리세이드,현대,2.0,경차
359,376,2024 EV9,,,전기,,,,,,"5,010mm / 1,980mm","1,755mm / 3,100mm","1,702mm / 1,714mm","2,425kg",255mm / 60 / 19inch,255mm / 60 / 19inch,뒤엔진 후륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,150kW201.2hp (단순환산치),350Nm35.7kg.m (단순환산치),501km,99.8kWh,리튬 이온,,,2024 기아 EV9,9.8,7.2,9.6,9.2,9.7,9.4,9.1,2024,기아 EV9,기아,,대형/프리미엄
360,377,2017 아반떼,l4,자연흡기,가솔린,"1,591cc",132hp,16.4kg.m,,121g/km,"4,570mm / 1,800mm","1,440mm / 2,700mm","1,563mm / 1,572mm","1,220kg",195~225mm / 45~65 / 15~17inch,195~225mm / 45~65 / 15~17inch,앞엔진 전륜 구동,"수동6단, 자동6단",맥퍼슨 스트럿,토션빔 액슬,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 현대 아반떼,8.9,9.1,8.4,8.6,9.1,8.7,8.8,2017,현대 아반떼,현대,1.0,경차
363,380,2016 메르세데스-AMG GLA,V8 직분사,트윈터보,가솔린,"5,461cc",557hp,71.4kg.m,,306g/km,"4,845mm / 1,965mm","1,760mm / 2,915mm","1,645mm / 1,655mm","2,520kg",295mm / 35 / 21inch,295mm / 35 / 21inch,상시사륜 구동,자동7단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.3초,2016 메르세데스-벤츠 AMG GLA,9.2,8.4,8.2,8.9,9.4,8.1,8.7,2016,메르세데스-벤츠 AMG GLA,메르세데스-벤츠,5.0,경차
364,381,2017 G80,V6,자연흡기,가솔린,"3,342cc",278hp,35.4kg.m,,186~205g/km,"4,990mm / 1,890mm","1,480mm / 3,010mm","1,620~1,628mm / 1,633~1,659mm","1,900~1,990kg",245mm / 40~45 / 18~19inch,245~275mm / 35~45 / 18~19inch,"앞엔진 후륜 구동, 상시사륜 구동",자동8단,멀티 링크,멀티 링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2017 제네시스 G80,9.2,8.2,9.2,9.0,9.4,6.0,8.5,2017,제네시스 G80,제네시스,3.0,경차
366,383,2017 BMW X4,l4 직분사,싱글터보,디젤,"1,995cc",190hp,40.8kg.m,,,"4,671mm / 1,881mm","1,624mm / 2,810mm","1,616mm / 1,632mm",,,,상시사륜 구동,자동8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,212km/h,8초,2017 BMW X4,9.3,8.3,8.3,9.1,9.7,8.6,8.9,2017,BMW X4,BMW,1.0,경차
367,384,2021 렉서스 LC 하이브리드,V6,자연흡기,가솔린,"3,456cc",299hp 합산 359hp,35.7kg.m,,155g/km,"4,760mm / 1,920mm","1,345mm / 2,870mm","1,630mm / 1,635mm","2,005kg",245mm / 40 / 21inch,275mm / 35 / 21inch,앞엔진 후륜 구동,CVT,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2021 렉서스 LC 하이브리드,10.0,7.7,10.0,10.0,10.0,7.3,9.2,2021,렉서스 LC 하이브리드,렉서스,3.0,경차
369,386,2017 BMW i3 해치백,,,,,,,,,"3,999mm / 1,775mm","1,578mm / 2,570mm",,"1,285kg",155mm / 70 / 19inch,175mm / 60 / 19inch,뒤엔진 후륜 구동,자동1단,맥퍼슨 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,150km/h,7.3초,2017 BMW i3 해치백,9.8,8.5,8.8,9.6,9.8,6.5,8.9,2017,BMW i3 해치백,BMW,,대형/프리미엄
370,387,2017 카니발 아웃도어,l4,싱글터보,디젤,"2,199cc",202hp,45kg.m,,196~197g/km,"5,115mm / 1,985mm","2,040mm / 3,060mm","1,735~1,740mm / 1,742~1,747mm","2,177~2,190kg",235mm / 55~60 / 18~19inch,235mm / 55~60 / 18~19inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 기아 카니발 아웃도어,8.8,8.5,8.9,8.4,8.9,7.2,8.4,2017,기아 카니발 아웃도어,기아,2.0,경차
371,389,2017 EQ900,V6,트윈터보,가솔린,"3,342cc",370hp,52kg.m,,203g/km,"5,205mm / 1,915mm","1,495mm / 3,160mm","1,630mm / 1,659mm","2,060kg",245mm / 50 / 18inch,245mm / 50 / 18inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2017 제네시스 EQ900,9.5,8.6,9.4,9.3,9.4,6.7,8.8,2017,제네시스 EQ900,제네시스,3.0,경차
372,390,2019 렉서스 UX 하이브리드,I4,자연흡기,가솔린,"1,987cc",146hp 합산 183hp,19.2kg.m,,95g/km,"4,495mm / 1,840mm","1,520mm / 2,640mm","1,560mm / 1,560mm","1,605kg",215mm / 60 / 17inch,215mm / 60 / 17inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2019 렉서스 UX 하이브리드,9.7,8.2,8.6,9.8,9.7,9.7,9.3,2019,렉서스 UX 하이브리드,렉서스,1.0,경차
375,393,2016 BMW 3시리즈 투어링,I4,싱글터보,디젤,"1,995cc",190hp,40.8kg.m,,124g/km,"4,624mm / 1,811mm","1,429mm / 2,810mm","1,543mm / 1,583mm","1,645kg",225mm / 45 / 18inch,255mm / 40 / 18inch,앞엔진 후륜 구동,수동6단,맥퍼슨 스트럿,멀티 링크,V디스크,V디스크,랙 앤 피니언,,,,,,226km/h,7.4초,2016 BMW 3시리즈 투어링,9.7,8.9,8.3,9.3,9.6,9.2,9.2,2016,BMW 3시리즈 투어링,BMW,1.0,경차
376,394,2019 카니발 아웃도어,l4,싱글터보,디젤,"2,199cc",202hp,45kg.m,,189g/km,"5,115mm / 1,985mm","2,040mm / 3,060mm","1,735mm / 1,742mm","2,225kg",235mm / 55 / 19inch,235mm / 55 / 19inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 기아 카니발 아웃도어,8.8,8.3,9.0,8.5,9.0,7.1,8.4,2019,기아 카니발 아웃도어,기아,2.0,경차
377,395,2021 렉서스 RX 하이브리드,V6,자연흡기,가솔린,"3,456cc",262hp 합산 313hp,34.2kg.m,,129g/km,"4,890mm / 1,895mm","1,710mm / 2,790mm","1,640mm / 1,630mm","2,175kg",235mm / 55~65 / 18~20inch,235mm / 55~65 / 18~20inch,상시사륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2021 렉서스 RX 하이브리드,9.4,8.5,9.5,9.5,9.2,8.9,9.2,2021,렉서스 RX 하이브리드,렉서스,3.0,경차
378,396,2016 렉서스 GS 하이브리드,V6,자연흡기,가솔린,"3,456cc",290hp 합산 343hp,35.5kg.m,,132g/km,"4,880mm / 1,840mm","1,455mm / 2,850mm","1,575mm / 1,590mm","1,900kg",235mm / 45 / 18inch,235mm / 45 / 18inch,앞엔진 후륜 구동,CVT,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2016 렉서스 GS 하이브리드,9.6,9.5,8.5,10.0,9.5,7.9,9.2,2016,렉서스 GS 하이브리드,렉서스,3.0,경차
379,397,2021 K3,l4,자연흡기,가솔린,"1,598cc",123hp,15.7kg.m,,108~117g/km,"4,640mm / 1,800mm","1,440mm / 2,700mm","1,549~1,563mm / 1,558~1,572mm","1,240~1,260kg",195~225mm / 45~65 / 15~17inch,195~225mm / 45~65 / 15~17inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,토션빔,디스크,디스크,랙 앤 피니언,,,,,,,,2021 기아 K3,8.9,8.9,8.5,8.5,9.1,9.0,8.8,2021,기아 K3,기아,1.0,경차
380,398,2019 K5,I4,자연흡기,가솔린,"1,999cc",163hp,20kg.m,,136~144g/km,"4,855mm / 1,860mm","1,465mm / 2,805mm","1,597~1,614mm / 1,604~1,621mm","1,455~1,475kg",205~235mm / 45~65 / 16~18inch,205~235mm / 45~65 / 16~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2019 기아 K5,8.7,8.7,8.9,8.5,9.1,7.7,8.6,2019,기아 K5,기아,1.0,경차
381,399,2019 베뉴,I4,자연흡기,가솔린,"1,598cc",123hp,15.7kg.m,,121~125g/km,"4,040mm / 1,770mm","1,565~1,585mm / 2,520mm","1,535~1,555mm / 1,546~1,565mm","1,155~1,215kg",185~205mm / 55~65 / 15~17inch,185~205mm / 55~65 / 15~17inch,앞엔진 전륜 구동,"수동6단, CVT",맥퍼슨 스트럿,토션빔,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 현대 베뉴,9.1,9.2,8.7,8.6,9.4,9.0,9.0,2019,현대 베뉴,현대,1.0,경차
383,401,2020 렉서스 CT 하이브리드,I4,자연흡기,가솔린,"1,798cc",99hp 합산 136hp,14.5kg.m,,93g/km,"4,355mm / 1,765mm","1,455mm / 2,600mm","1,525mm / 1,520mm","1,455kg",205mm / 55 / 16inch,205mm / 55 / 16inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2020 렉서스 CT 하이브리드,9.2,8.3,8.8,9.6,9.4,9.7,9.2,2020,렉서스 CT 하이브리드,렉서스,1.0,경차
384,402,2019 BMW X5 M,V8,트윈터보,가솔린,"4,395cc",575hp,76.5kg.m,,262g/km,"4,894mm / 1,983mm","1,717mm / 2,933mm","1,666mm / 1,666mm","2,350kg",285mm / 35 / 21inch,325mm / 30 / 21inch,상시사륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.2초,2019 BMW X5 M,10.0,7.8,10.0,10.0,10.0,5.8,8.9,2019,BMW X5 M,BMW,4.0,경차
385,403,2023 모닝,I3,자연흡기,가솔린,998cc,76hp,9.7kg.m,,108g/km,"3,595mm / 1,595mm","1,485mm / 2,400mm","1,406mm / 1,415mm",915kg,175mm / 65 / 14inch,175mm / 65 / 14inch,앞엔진 전륜 구동,자동4단,맥퍼슨 스트럿,토션빔,디스크,드럼,랙 앤 피니언,,,,,,,,2023 기아 모닝,8.4,7.7,8.7,8.5,9.7,9.0,8.7,2023,기아 모닝,기아,998.0,경차
388,406,2015 BMW M3,I6 직분사,트윈터보,가솔린,"2,979cc",431hp,56.1kg.m,,185g/km,"4,671mm / 1,877mm","1,430mm / 2,812mm","1,579mm / 1,603mm","1,560kg",255mm / 35 / 19inch,275mm / 35 / 19inch,앞엔진 후륜 구동,DCT7단,스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.1초,2015 BMW M3,9.9,8.9,8.1,9.3,9.7,8.5,9.1,2015,BMW M3,BMW,2.0,경차
389,407,2020 렉서스 NX,l4,싱글터보,가솔린,"1,998cc",238hp,35.7kg.m,,186g/km,"4,640mm / 1,845mm","1,645mm / 2,660mm","1,580mm / 1,580mm","1,840kg",225mm / 60 / 18inch,225mm / 60 / 18inch,상시사륜 구동,자동6단,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2020 렉서스 NX,9.1,8.5,9.1,9.7,9.4,8.8,9.1,2020,렉서스 NX,렉서스,1.0,경차
390,408,2019 BMW 4시리즈,l4,싱글터보,가솔린,"1,998cc",184hp,27.6kg.m,,154g/km,"4,640mm / 1,830mm","1,365mm / 2,810mm","1,545mm / 1,594mm","1,600kg",225mm / 40 / 19inch,255mm / 35 / 19inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,236km/h,7.5초,2019 BMW 4시리즈,9.4,8.5,7.5,9.0,9.7,8.4,8.8,2019,BMW 4시리즈,BMW,1.0,경차
394,412,2016 그랜드 스타렉스,I4,싱글터보,디젤,"2,497cc",140~175hp,36~46kg.m,,177~207g/km,"5,150mm / 1,920mm","1,925mm / 3,200mm","1,685mm / 1,660mm","2,280~2,295kg",215mm / 65~70 / 16~17inch,215mm / 65~70 / 16~17inch,앞엔진 후륜 구동,"수동6단, 자동5단",맥퍼슨 스트럿,5링크,디스크,디스크,랙 앤 피니언,,,,,,,,2016 현대 그랜드 스타렉스,8.5,8.2,8.2,8.0,8.2,6.9,8.0,2016,현대 그랜드 스타렉스,현대,2.0,경차
400,418,2016 쏘렌토,I4 직분사,싱글터보,디젤,"1,995cc",186hp,41kg.m,,146~154g/km,"4,780mm / 1,890mm","1,685~1,690mm / 2,780mm","1,625~1,628mm / 1,639mm","1,840~1,850kg",235mm / 55~60 / 18~19inch,235mm / 55~60 / 18~19inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤드 피니언,,,,,,,,2016 기아 쏘렌토,9.1,8.7,9.1,8.8,9.1,8.1,8.8,2016,기아 쏘렌토,기아,1.0,경차
406,424,2020 BMW X1,I4,싱글터보,가솔린,"1,998cc",192hp,28.5kg.m,,175g/km,"4,445mm / 1,820mm","1,600mm / 2,670mm","1,561mm / 1,562mm","1,670kg",225mm / 50 / 18inch,225mm / 50 / 18inch,상시사륜 구동,자동8단,싱글 조인트 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,224km/h,7.4초,2020 BMW X1,9.5,8.8,8.6,9.1,9.5,8.7,9.0,2020,BMW X1,BMW,1.0,경차
407,425,2024 렉서스 LC,V8,자연흡기,가솔린,"4,969cc",477hp,55.1kg.m,,226g/km,"4,760mm / 1,920mm","1,345mm / 2,870mm","1,630mm / 1,635mm","1,970kg",245mm / 40 / 21inch,275mm / 35 / 21inch,앞엔진 후륜 구동,자동10단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2024 렉서스 LC,10.0,7.7,10.0,10.0,10.0,7.3,9.2,2024,렉서스 LC,렉서스,4.0,경차
409,427,2015 쏘나타 하이브리드,I4 직분사,,가솔린,"1,999cc",156hp,19.3kg.m,,91~94g/km,"4,855mm / 1,865mm","1,475mm / 2,805mm","1,602~1,614mm / 1,609~1,621mm","1,585~1,595kg",205~215mm / 55~65 / 16~17inch,205~215mm / 55~65 / 16~17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2015 현대 쏘나타 하이브리드,9.1,8.9,9.3,8.9,9.3,9.1,9.1,2015,현대 쏘나타 하이브리드,현대,1.0,경차
413,431,2014 렉서스 GS,V6 2.5,,가솔린,"2,499cc",208hp,25.6kg.m,,180g/km,"4,845mm / 1,840mm","1,455mm / 2,850mm","1,575mm / 1,590mm","1,710kg",235mm / 45 / 18inch,235mm / 45 / 18inch,앞엔진 후륜 구동,자동6단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2014 렉서스 GS,9.4,8.6,8.6,9.8,8.9,7.7,8.8,2014,렉서스 GS,렉서스,2.0,경차
417,435,2023 싼타페 하이브리드,I4,싱글터보,가솔린,"1,598cc",180hp 합산 230hp,27kg.m 합산 35.7kg.m,,106~114g/km,"4,785mm / 1,900mm","1,685~1,710mm / 2,765mm","1,646~1,651mm / 1,656~1,661mm","1,760~1,790kg",235mm / 55~65 / 17~19inch,235mm / 55~65 / 17~19inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2023 현대 싼타페 하이브리드,9.5,8.5,9.4,9.2,8.7,9.3,9.1,2023,현대 싼타페 하이브리드,현대,1.0,경차
420,438,2015 아슬란,V6 3.0,자연흡기,가솔린,"2,999cc",270hp,31.6kg.m,,188g/km,"4,970mm / 1,860mm","1,470mm / 2,845mm","1,606mm / 1,607mm","1,670kg",245mm / 45 / 18inch,245mm / 45 / 18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V 디스크,디스크,랙 앤 피니언,,,,,,,,2015 현대 아슬란,9.5,9.2,9.6,9.4,8.9,6.8,8.9,2015,현대 아슬란,현대,2.0,경차
423,441,2019 BMW 4시리즈 그란쿠페,l4,싱글터보,가솔린,"1,998cc",184hp,27.6kg.m,,155g/km,"4,640mm / 1,825mm","1,375mm / 2,810mm",,"1,665kg",225mm / 45 / 18inch,255mm / 40 / 18inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,236km/h,7.6초,2019 BMW 4시리즈 그란쿠페,9.4,8.5,7.5,9.0,9.7,8.4,8.8,2019,BMW 4시리즈 그란쿠페,BMW,1.0,경차
425,443,2019 BMW X1,I4 직분사,싱글터보,디젤,"1,995cc",150hp,33.7kg.m,,159g/km,"4,439mm / 1,821mm","1,598mm / 2,670mm","1,561mm / 1,562mm","1,695kg",225mm / 55 / 18inch,225mm / 55 / 18inch,상시사륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,204km/h,9.4초,2019 BMW X1,9.5,8.8,8.6,9.1,9.5,8.7,9.0,2019,BMW X1,BMW,1.0,경차
426,444,2021 스타리아,I4,싱글터보,디젤,"2,199cc",177hp,44kg.m,,156~172g/km,"5,255mm / 1,995mm","2,000mm / 3,275mm","1,732mm / 1,716mm","2,005~2,085kg",215mm / 65 / 17inch,215mm / 65 / 17inch,앞엔진 전륜 구동,"수동6단, 자동8단",맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2021 현대 스타리아,8.9,7.6,8.7,8.2,8.8,6.9,8.2,2021,현대 스타리아,현대,2.0,경차
427,445,2021 K5,I4,싱글터보,가솔린,"1,598cc",180hp,27kg.m,,121~127g/km,"4,905mm / 1,860mm","1,445mm / 2,850mm","1,618~1,623mm / 1,625~1,630mm","1,420~1,450kg",215~235mm / 45~55 / 17~18inch,215~235mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2021 기아 K5,9.0,8.1,8.8,8.4,9.7,7.8,8.6,2021,기아 K5,기아,1.0,경차
429,447,2014 그랜드 스타렉스,I4 직분사 디젤,싱글터보,디젤,"2,497cc",140~175hp,36~46kg.m,,183~214g/km,"5,125mm / 1,920mm","1,925mm / 3,200mm","1,685mm / 1,660mm","2,205~2,225kg",215mm / 65~70 / 16~17inch,215mm / 65~70 / 16~17inch,앞엔진 후륜 구동,"수동6단, 자동5단",맥퍼슨 스트럿,5링크,디스크,디스크,랙 앤드 피니언,,,,,,,,2014 현대 그랜드 스타렉스,8.5,8.2,8.2,8.0,8.2,6.9,8.0,2014,현대 그랜드 스타렉스,현대,2.0,경차
430,448,2023 포레스트,I4,싱글터보,디젤,"2,497cc",133hp,30kg.m,,,"5,680mm / 2,130mm","2,930mm / 2,640mm",,,195mm / 70 / 15inch,145mm / 0 / 13inch,앞엔진 후륜 구동,자동5단,,,디스크,디스크,랙 앤 피니언,,,,,,,,2023 현대 포레스트,8.3,7.6,7.3,7.6,7.5,6.6,7.5,2023,현대 포레스트,현대,2.0,경차
431,449,2023 BMW 7시리즈,I6,싱글터보,가솔린,"2,998cc",381hp,55.1kg.m,,156g/km,"5,390mm / 1,950mm","1,545mm / 3,215mm",,"2,205kg",255mm / 45 / 20inch,285mm / 40 / 20inch,앞엔진 후륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,5.4초,2023 BMW 7시리즈,9.9,9.2,9.7,9.9,9.9,9.6,9.7,2023,BMW 7시리즈,BMW,2.0,경차
432,450,2014 BMW 5시리즈,I4 2.0,싱글터보,가솔린,"1,997cc",184hp,27.6kg.m,,,"4,907mm / 1,860mm","1,464mm / 2,968mm","1,600mm / 1,627mm",,225mm / 55 / 17inch,225mm / 55 / 17inch,앞엔진 후륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,233km/h,7.9초,2014 BMW 5시리즈,9.6,8.9,8.7,9.2,9.5,8.7,9.1,2014,BMW 5시리즈,BMW,1.0,경차
435,453,2015 메르세데스-벤츠 CLA,I4,싱글터보,디젤,"2,143cc",136hp,30.6kg.m,,107g/km,"4,630mm / 1,775mm","1,435mm / 2,700mm","1,545mm / 1,540mm","1,560kg",225mm / 40 / 18inch,225mm / 40 / 18inch,앞엔진 전륜 구동,DCT7단,코일스프링,코일스프링,V디스크,디스크,랙 앤 피니언,,,,,,220km/h,9.5초,2015 메르세데스-벤츠 CLA,9.2,8.5,7.8,8.7,9.7,8.1,8.6,2015,메르세데스-벤츠 CLA,메르세데스-벤츠,2.0,경차
438,456,2022 그랜저 하이브리드,I4,자연흡기,가솔린,"2,359cc",159hp 합산 200hp,21kg.m,,97~108g/km,"4,990mm / 1,875mm","1,470mm / 2,885mm","1,607~1,612mm / 1,615~1,620mm","1,675~1,725kg",225~245mm / 45~55 / 17~18inch,225~245mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2022 현대 그랜저 하이브리드,9.4,8.7,9.5,9.3,9.0,9.3,9.2,2022,현대 그랜저 하이브리드,현대,2.0,경차
439,457,2019 셀토스,I4,싱글터보,가솔린,"1,591cc",177hp,27kg.m,,132~143g/km,"4,375mm / 1,800mm","1,600~1,620mm / 2,630mm","1,563~1,575mm / 1,560~1,584mm","1,345~1,385kg",205~235mm / 45~60 / 16~18inch,205~235mm / 45~60 / 16~18inch,앞엔진 전륜 구동,DCT7단,맥퍼슨 스트럿,CTBA,V디스크,디스크,랙 앤 피니언,,,,,,,,2019 기아 셀토스,9.1,8.4,8.8,8.7,9.6,8.3,8.8,2019,기아 셀토스,기아,1.0,경차
443,461,2014 SM7,V6 2.5,자연흡기,가솔린,"2,495cc",190hp,24.8kg.m,,174g/km,"4,995mm / 1,870mm","1,480mm / 2,810mm","1,565mm / 1,565mm","1,635kg",225mm / 45~50 / 17~18inch,225mm / 45~50 / 17~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V 디스크,디스크,랙 앤 피니언,,,,,,,,2014 르노코리아 SM7,8.6,8.4,8.5,8.4,8.6,5.6,8.0,2014,르노코리아 SM7,르노코리아,2.0,경차
